,weight,keyword,filename
4568,,CMM,nihms27532.pdf
4569,,immunoreactivity,nihms27532.pdf
4570,,auditory field layers,nihms27532.pdf
4571,,СММ,nihms27532.pdf
4572,,presence,nihms27532.pdf
4573,,PV,nihms27532.pdf
4574,,immunoreactivity,nihms27532.pdf
4575,,repertoire,nihms27532.pdf
4576,,numerous,nihms27532.pdf
4577,,PV-ir cells,nihms27532.pdf
4578,,neuropil density,nihms27532.pdf
4579,,Figs. 2a,nihms27532.pdf
4580,,2c,nihms27532.pdf
4581,,2d,nihms27532.pdf
4582,,2e,nihms27532.pdf
4583,,Cytoarchitectonics,nihms27532.pdf
4584,,telencephalic,nihms27532.pdf
4585,,auditory field,nihms27532.pdf
4586,,pigeon,nihms27532.pdf
4587,,Nissl staining,nihms27532.pdf
4588,,Topography,nihms27532.pdf
4589,,L2,nihms27532.pdf
4590,,"peripheral (L1, L3, СМM) regions",nihms27532.pdf
4591,,higher,nihms27532.pdf
4592,,magnification,nihms27532.pdf
4593,,(b)—L2,nihms27532.pdf
4594,,L1i,nihms27532.pdf
4595,,(d)—L1e,nihms27532.pdf
4596,,СММ,nihms27532.pdf
4597,,rest figures,nihms27532.pdf
4598,,D,nihms27532.pdf
4599,,dorsal,nihms27532.pdf
4600,,М,nihms27532.pdf
4601,,medial,nihms27532.pdf
4602,,Denotations,nihms27532.pdf
4603,,figures,nihms27532.pdf
4604,,Abbreviations,nihms27532.pdf
4605,,EVOLUTIONARY BIOCHEMISTRY,nihms27532.pdf
4606,,PHYSIOLOGY,nihms27532.pdf
4607,,No. 2  2017KENIGFEST,nihms27532.pdf
4608,,dense,nihms27532.pdf
4609,,dotted/fibrous PV-ir,nihms27532.pdf
4610,,neuropil,nihms27532.pdf
4611,,multiple,nihms27532.pdf
4612,,densely packed,nihms27532.pdf
4613,,intense-ly,nihms27532.pdf
4614,,Figs. 2a,nihms27532.pdf
4615,,2d,nihms27532.pdf
4616,,adjacent,nihms27532.pdf
4617,,L1i,nihms27532.pdf
4618,,pattern,nihms27532.pdf
4619,,im-munoreactivity,nihms27532.pdf
4620,,L2 identity,nihms27532.pdf
4621,,presence,nihms27532.pdf
4622,,CO,nihms27532.pdf
4623,,activity,nihms27532.pdf
4624,,neuropil,nihms27532.pdf
4625,,cells,nihms27532.pdf
4626,,L1i,nihms27532.pdf
4627,,absence,nihms27532.pdf
4628,,L1e and L3 Fig. 2,nihms27532.pdf
4629,,Distribution,nihms27532.pdf
4630,,PV,nihms27532.pdf
4631,,immunoreactivity,nihms27532.pdf
4632,,pigeon,nihms27532.pdf
4633,,telencephalic,nihms27532.pdf
4634,,auditory field,nihms27532.pdf
4635,,central (L2),nihms27532.pdf
4636,,peripheral (,nihms27532.pdf
4637,,L1i,nihms27532.pdf
4638,,L1e,nihms27532.pdf
4639,,Activity,nihms27532.pdf
4640,,cytochrome oxidase,nihms27532.pdf
4641,,СО,nihms27532.pdf
4642,,regions,nihms27532.pdf
4643,,auditory field,nihms27532.pdf
4644,,maximum,nihms27532.pdf
4645,,density,nihms27532.pdf
4646,,neuropil,nihms27532.pdf
4647,,СО-active,nihms27532.pdf
4648,,neurons,nihms27532.pdf
4649,,L2,nihms27532.pdf
4650,,РV,nihms27532.pdf
4651,,immunoreactivity,nihms27532.pdf
4652,,higher,nihms27532.pdf
4653,,magnification,nihms27532.pdf
4654,,L1е,nihms27532.pdf
4655,,СММ,nihms27532.pdf
4656,,L2,nihms27532.pdf
4657,,L1i,nihms27532.pdf
4658,,L3,nihms27532.pdf
4659,,L1е (e),nihms27532.pdf
4660,,L2,nihms27532.pdf
4661,,immunoreactive,nihms27532.pdf
4662,,varicose fibers,nihms27532.pdf
4663,,cells,nihms27532.pdf
4664,,boutons,nihms27532.pdf
4665,,bodies,nihms27532.pdf
4666,,dendrites,nihms27532.pdf
4667,,CALCIUM-BINDING PROTEINS PARVALBUMINJOURNAL,nihms27532.pdf
4668,,EVOLUTIONARY BIOCHEMISTRY,nihms27532.pdf
4669,,PHYSIOLOGY,nihms27532.pdf
4670,,No. 2  2017(Fig,nihms27532.pdf
4671,,small,nihms27532.pdf
4672,,rounded/ovoid PV-ir cells,nihms27532.pdf
4673,,granular,nihms27532.pdf
4674,,pre-dominant,nihms27532.pdf
4675,,Figs. 2d,nihms27532.pdf
4676,,density,nihms27532.pdf
4677,,ventral region,nihms27532.pdf
4678,,L2a,nihms27532.pdf
4679,,dorsal,nihms27532.pdf
4680,,L2b,nihms27532.pdf
4681,,tonopotic,nihms27532.pdf
4682,,or-ganization,nihms27532.pdf
4683,,Larger,nihms27532.pdf
4684,,shaped,nihms27532.pdf
4685,,PV-ir cells,nihms27532.pdf
4686,,seldom,nihms27532.pdf
4687,,distribution,nihms27532.pdf
4688,,size,nihms27532.pdf
4689,,shape,nihms27532.pdf
4690,,PV-ir neurons,nihms27532.pdf
4691,,L2 stained,nihms27532.pdf
4692,,Nissl,nihms27532.pdf
4693,,En passant,nihms27532.pdf
4694,,terminal,nihms27532.pdf
4695,,boutons,nihms27532.pdf
4696,,PV-ir fibers,nihms27532.pdf
4697,,bodies,nihms27532.pdf
4698,,processes,nihms27532.pdf
4699,,PV-ir cells,nihms27532.pdf
4700,,L3,nihms27532.pdf
4701,,CMM,nihms27532.pdf
4702,,repertoire,nihms27532.pdf
4703,,PV-ir neurons,nihms27532.pdf
4704,,heterogenous,nihms27532.pdf
4705,,Nissl staining,nihms27532.pdf
4706,,Figs. 1b,nihms27532.pdf
4707,,L1i,nihms27532.pdf
4708,,neuropil,nihms27532.pdf
4709,,small,nihms27532.pdf
4710,,rounded,nihms27532.pdf
4711,,larger,nihms27532.pdf
4712,,PV-ir cells,nihms27532.pdf
4713,,L2,nihms27532.pdf
4714,,smaller,nihms27532.pdf
4715,,density,nihms27532.pdf
4716,,Figs. 2a,nihms27532.pdf
4717,,CO,nihms27532.pdf
4718,,ac-tivity,nihms27532.pdf
4719,,L1e and L3,nihms27532.pdf
4720,,density,nihms27532.pdf
4721,,im-munoreactive,nihms27532.pdf
4722,,neuropil,nihms27532.pdf
4723,,L2,nihms27532.pdf
4724,,L1i,nihms27532.pdf
4725,,variously shaped,nihms27532.pdf
4726,,sized,nihms27532.pdf
4727,,PV-ir cells,nihms27532.pdf
4728,,Distribution,nihms27532.pdf
4729,,CB,nihms27532.pdf
4730,,immunoreactivity,nihms27532.pdf
4731,,pigeon,nihms27532.pdf
4732,,telencephalic,nihms27532.pdf
4733,,auditory field,nihms27532.pdf
4734,,central (L2),nihms27532.pdf
4735,,peripheral (,nihms27532.pdf
4736,,L1i,nihms27532.pdf
4737,,L1e,nihms27532.pdf
4738,,higher,nihms27532.pdf
4739,,magnification,nihms27532.pdf
4740,,L1e,nihms27532.pdf
4741,,СММ,nihms27532.pdf
4742,,СМM,nihms27532.pdf
4743,,boutons,nihms27532.pdf
4744,,dendrites,nihms27532.pdf
4745,,cell bodies,nihms27532.pdf
4746,,arrows,nihms27532.pdf
4747,,EVOLUTIONARY BIOCHEMISTRY,nihms27532.pdf
4748,,PHYSIOLOGY,nihms27532.pdf
4749,,No. 2  2017KENIGFEST,nihms27532.pdf
4750,,scattered,nihms27532.pdf
4751,,therein,nihms27532.pdf
4752,,prevalence,nihms27532.pdf
4753,,dendritic processes,nihms27532.pdf
4754,,Figs. 2c,nihms27532.pdf
4755,,2d,nihms27532.pdf
4756,,su-perficial,nihms27532.pdf
4757,,CMM,nihms27532.pdf
4758,,layer,nihms27532.pdf
4759,,immunoreactive fibers,nihms27532.pdf
4760,,densification,nihms27532.pdf
4761,,neuropil,nihms27532.pdf
4762,,multipolar neurons,nihms27532.pdf
4763,,traced,nihms27532.pdf
4764,,2c,nihms27532.pdf
4765,,L3,nihms27532.pdf
4766,,CMM,nihms27532.pdf
4767,,stood,nihms27532.pdf
4768,,absence,nihms27532.pdf
4769,,CO,nihms27532.pdf
4770,,ac-tivity,nihms27532.pdf
4771,,bodies,nihms27532.pdf
4772,,dendritic processes,nihms27532.pdf
4773,,PV-ie cells,nihms27532.pdf
4774,,L1e,nihms27532.pdf
4775,,bear,nihms27532.pdf
4776,,features,nihms27532.pdf
4777,,PV,nihms27532.pdf
4778,,immu-noreactivity pattern,nihms27532.pdf
4779,,neurons,nihms27532.pdf
4780,,neuropil,nihms27532.pdf
4781,,pigeon,nihms27532.pdf
4782,,telencephalic,nihms27532.pdf
4783,,auditory field,nihms27532.pdf
4784,,Fig. 4a,nihms27532.pdf
4785,,Calbindin immunoreactivity,nihms27532.pdf
4786,,Distribution,nihms27532.pdf
4787,,CB,nihms27532.pdf
4788,,immunoreactivity,nihms27532.pdf
4789,,telencephalic audi-tory field overlaps,nihms27532.pdf
4790,,PV,nihms27532.pdf
4791,,immunoreac-tivity,nihms27532.pdf
4792,,differences,nihms27532.pdf
4793,,topography,nihms27532.pdf
4794,,properties,nihms27532.pdf
4795,,CB-ir elements,nihms27532.pdf
4796,,regions,nihms27532.pdf
4797,,field,nihms27532.pdf
4798,,Moderately dense CB-ir,nihms27532.pdf
4799,,neuropil,nihms27532.pdf
4800,,L2,nihms27532.pdf
4801,,L1i,nihms27532.pdf
4802,,regions,nihms27532.pdf
4803,,CB-ir cells,nihms27532.pdf
4804,,Figs. 3a,nihms27532.pdf
4805,,3c,nihms27532.pdf
4806,,densely packed,nihms27532.pdf
4807,,rounded/ovoid weakly,nihms27532.pdf
4808,,stained cells,nihms27532.pdf
4809,,predominant,nihms27532.pdf
4810,,stained,nihms27532.pdf
4811,,pro-cesses,nihms27532.pdf
4812,,seldom,nihms27532.pdf
4813,,Figs. 3a,nihms27532.pdf
4814,,3c,nihms27532.pdf
4815,,bodies,nihms27532.pdf
4816,,processes,nihms27532.pdf
4817,,CB-ir cells,nihms27532.pdf
4818,,passant,nihms27532.pdf
4819,,terminal,nihms27532.pdf
4820,,boutons,nihms27532.pdf
4821,,CB-ir fibers,nihms27532.pdf
4822,,CB-ir cells,nihms27532.pdf
4823,,L1i,nihms27532.pdf
4824,,cells,nihms27532.pdf
4825,,smaller,nihms27532.pdf
4826,,cells,nihms27532.pdf
4827,,abundant,nihms27532.pdf
4828,,weak,nihms27532.pdf
4829,,staining,nihms27532.pdf
4830,,CB-ir cells,nihms27532.pdf
4831,,L2,nihms27532.pdf
4832,,L1i,nihms27532.pdf
4833,,methodical inaccuracy,nihms27532.pdf
4834,,CB-ir neurons,nihms27532.pdf
4835,,layers,nihms27532.pdf
4836,,peripheral parts,nihms27532.pdf
4837,,auditory field,nihms27532.pdf
4838,,pallial,nihms27532.pdf
4839,,subtelencephalic regions,nihms27532.pdf
4840,,auditory field,nihms27532.pdf
4841,,experi-ments,nihms27532.pdf
4842,,immunoreactivity,nihms27532.pdf
4843,,heavily stained,nihms27532.pdf
4844,,L3,nihms27532.pdf
4845,,CMM,nihms27532.pdf
4846,,variously shaped,nihms27532.pdf
4847,,sized CB-ir,nihms27532.pdf
4848,,scattered,nihms27532.pdf
4849,,diffusely,nihms27532.pdf
4850,,large-,nihms27532.pdf
4851,,medium-sized,nihms27532.pdf
4852,,multipolar cells,nihms27532.pdf
4853,,long multidi-rectional processes,nihms27532.pdf
4854,,L2,nihms27532.pdf
4855,,L1i,nihms27532.pdf
4856,,stained,nihms27532.pdf
4857,,neurons,nihms27532.pdf
4858,,regions,nihms27532.pdf
4859,,Figs. 3a,nihms27532.pdf
4860,,3d,nihms27532.pdf
4861,,Dotted CB-ir,nihms27532.pdf
4862,,neuropil,nihms27532.pdf
4863,,L1e and L3,nihms27532.pdf
4864,,density,nihms27532.pdf
4865,,L2,nihms27532.pdf
4866,,L1i,nihms27532.pdf
4867,,increased,nihms27532.pdf
4868,,CMM,nihms27532.pdf
4869,,superfi-cial region,nihms27532.pdf
4870,,Figs. 3a,nihms27532.pdf
4871,,3d,nihms27532.pdf
4872,,neurons,nihms27532.pdf
4873,,bipolar dendritic processes,nihms27532.pdf
4874,,oriented,nihms27532.pdf
4875,,CMM,nihms27532.pdf
4876,,border,nihms27532.pdf
4877,,formation,nihms27532.pdf
4878,,superficial CB-ir,nihms27532.pdf
4879,,3d,nihms27532.pdf
4880,,distributional features,nihms27532.pdf
4881,,CB,nihms27532.pdf
4882,,immunoreactivity,nihms27532.pdf
4883,,neurons,nihms27532.pdf
4884,,neuropil,nihms27532.pdf
4885,,pigeon,nihms27532.pdf
4886,,DISCUSSIONA,nihms27532.pdf
4887,,comparison,nihms27532.pdf
4888,,bird species,nihms27532.pdf
4889,,birds,nihms27532.pdf
4890,,pigeons,nihms27532.pdf
4891,,PV,nihms27532.pdf
4892,,CB immunoreactivities,nihms27532.pdf
4893,,overlap,nihms27532.pdf
4894,,L-CMM,nihms27532.pdf
4895,,complex,nihms27532.pdf
4896,,clear-cut,nihms27532.pdf
4897,,authors,nihms27532.pdf
4898,,Diagrammatic representation,nihms27532.pdf
4899,,distribution,nihms27532.pdf
4900,,РV,nihms27532.pdf
4901,,СВ,nihms27532.pdf
4902,,immunoreactivities,nihms27532.pdf
4903,,frontal section,nihms27532.pdf
4904,,pigeon,nihms27532.pdf
4905,,telencephalon,nihms27532.pdf
4906,,medium,nihms27532.pdf
4907,,level,nihms27532.pdf
4908,,Small dots,nihms27532.pdf
4909,,lines,nihms27532.pdf
4910,,immunoreactive,nihms27532.pdf
4911,,fiber-like structures,nihms27532.pdf
4912,,Black symbols,nihms27532.pdf
4913,,circles,nihms27532.pdf
4914,,heavily stained,nihms27532.pdf
4915,,white circles,nihms27532.pdf
4916,,poorly,nihms27532.pdf
4917,,immunoreactive neurons,nihms27532.pdf
4918,,CALCIUM-BINDING PROTEINS PARVALBUMINJOURNAL,nihms27532.pdf
4919,,EVOLUTIONARY BIOCHEMISTRY,nihms27532.pdf
4920,,PHYSIOLOGY,nihms27532.pdf
4921,,No. 2  2017In,nihms27532.pdf
4922,,chicken,nihms27532.pdf
4923,,density,nihms27532.pdf
4924,,PV-ir,nihms27532.pdf
4925,,neuropil,nihms27532.pdf
4926,,cells,nihms27532.pdf
4927,,adjacent regions,nihms27532.pdf
4928,,birds,nihms27532.pdf
4929,,re-ports,nihms27532.pdf
4930,,homogeneous,nihms27532.pdf
4931,,distribution,nihms27532.pdf
4932,,PV-,nihms27532.pdf
4933,,CB-ir cells,nihms27532.pdf
4934,,fibers,nihms27532.pdf
4935,,telencephalic,nihms27532.pdf
4936,,differences,nihms27532.pdf
4937,,CaBP,nihms27532.pdf
4938,,regions,nihms27532.pdf
4939,,finches,nihms27532.pdf
4940,,PV,nihms27532.pdf
4941,,CB immunoreactivities,nihms27532.pdf
4942,,uniformly,nihms27532.pdf
4943,,higher,nihms27532.pdf
4944,,density,nihms27532.pdf
4945,,PV-ir,nihms27532.pdf
4946,,neuropil,nihms27532.pdf
4947,,cells,nihms27532.pdf
4948,,den-sity,nihms27532.pdf
4949,,CB-ir counterparts,nihms27532.pdf
4950,,data,nihms27532.pdf
4951,,pigeon,nihms27532.pdf
4952,,auditory field L2,nihms27532.pdf
4953,,den-sity,nihms27532.pdf
4954,,neurons,nihms27532.pdf
4955,,granular,nihms27532.pdf
4956,,immunoreactive,nihms27532.pdf
4957,,CaBP,nihms27532.pdf
4958,,immunoreactivity,nihms27532.pdf
4959,,PV,nihms27532.pdf
4960,,immunoreac-tivity,nihms27532.pdf
4961,,L2,nihms27532.pdf
4962,,neuropil,nihms27532.pdf
4963,,CB,nihms27532.pdf
4964,,PV,nihms27532.pdf
4965,,CB/PV immunoreactivity,nihms27532.pdf
4966,,ratio,nihms27532.pdf
4967,,central region,nihms27532.pdf
4968,,CMM,nihms27532.pdf
4969,,pigeons,nihms27532.pdf
4970,,chickens,nihms27532.pdf
4971,,sublayers,nihms27532.pdf
4972,,patterns,nihms27532.pdf
4973,,PV,nihms27532.pdf
4974,,CB,nihms27532.pdf
4975,,immunoreactivity,nihms27532.pdf
4976,,inner sublayer,nihms27532.pdf
4977,,L1i,nihms27532.pdf
4978,,pigeons,nihms27532.pdf
4979,,pres-ent data,nihms27532.pdf
4980,,similarity,nihms27532.pdf
4981,,L2,nihms27532.pdf
4982,,outer sublayer,nihms27532.pdf
4983,,inner region,nihms27532.pdf
4984,,CMM,nihms27532.pdf
4985,,density,nihms27532.pdf
4986,,neuropil,nihms27532.pdf
4987,,dif-fusely distributed,nihms27532.pdf
4988,,PV-,nihms27532.pdf
4989,,neurons,nihms27532.pdf
4990,,vari-ous morphotypes,nihms27532.pdf
4991,,complementarity,nihms27532.pdf
4992,,PV,nihms27532.pdf
4993,,CB,nihms27532.pdf
4994,,immunoreactivity,nihms27532.pdf
4995,,distribution,nihms27532.pdf
4996,,central,nihms27532.pdf
4997,,peripheral,nihms27532.pdf
4998,,pallial,nihms27532.pdf
4999,,auditory area,nihms27532.pdf
5000,,birds,nihms27532.pdf
5001,,manifesting,nihms27532.pdf
5002,,differ-ent,nihms27532.pdf
5003,,neuropil density,nihms27532.pdf
5004,,density,nihms27532.pdf
5005,,mor-photypical,nihms27532.pdf
5006,,immunoreactive cells,nihms27532.pdf
5007,,comparison,nihms27532.pdf
5008,,telencephalic,nihms27532.pdf
5009,,auditory field,nihms27532.pdf
5010,,birds,nihms27532.pdf
5011,,auditory cortex,nihms27532.pdf
5012,,mammals,nihms27532.pdf
5013,,Comparative studies,nihms27532.pdf
5014,,telencephalic,nihms27532.pdf
5015,,birds,nihms27532.pdf
5016,,mammals,nihms27532.pdf
5017,,excit-ing resemblance,nihms27532.pdf
5018,,auditory cortex,nihms27532.pdf
5019,,lay-ers,nihms27532.pdf
5020,,mammals,nihms27532.pdf
5021,,pallial,nihms27532.pdf
5022,,auditory field re-gions,nihms27532.pdf
5023,,L-CMM,nihms27532.pdf
5024,,birds,nihms27532.pdf
5025,,birds,nihms27532.pdf
5026,,data,nihms27532.pdf
5027,,mate-rial,nihms27532.pdf
5028,,PV-expressing,nihms27532.pdf
5029,,neurons,nihms27532.pdf
5030,,granular,nihms27532.pdf
5031,,short-axonal cells,nihms27532.pdf
5032,,ascending,nihms27532.pdf
5033,,thalamic fibers,nihms27532.pdf
5034,,L2 thin lamina,nihms27532.pdf
5035,,morphot-ype,nihms27532.pdf
5036,,projections,nihms27532.pdf
5037,,Ov,nihms27532.pdf
5038,,lemniscal,nihms27532.pdf
5039,,microconnections,nihms27532.pdf
5040,,layers,nihms27532.pdf
5041,,radial-columnar organization,nihms27532.pdf
5042,,high density,nihms27532.pdf
5043,,PV-ir terminals,nihms27532.pdf
5044,,neurons,nihms27532.pdf
5045,,granu-lar type,nihms27532.pdf
5046,,metabolic activity,nihms27532.pdf
5047,,pattern,nihms27532.pdf
5048,,neural activity,nihms27532.pdf
5049,,data,nihms27532.pdf
5050,,avian,nihms27532.pdf
5051,,thalamorecipient layer,nihms27532.pdf
5052,,mammalian,nihms27532.pdf
5053,,auditory cortex,nihms27532.pdf
5054,,genotypical resem-blance,nihms27532.pdf
5055,,avian,nihms27532.pdf
5056,,L2,nihms27532.pdf
5057,,neu-rons,nihms27532.pdf
5058,,smaller,nihms27532.pdf
5059,,amount,nihms27532.pdf
5060,,layer,nihms27532.pdf
5061,,mammalian,nihms27532.pdf
5062,,auditory cortex,nihms27532.pdf
5063,,Layers L1,nihms27532.pdf
5064,,CMM,nihms27532.pdf
5065,,L3,nihms27532.pdf
5066,,supragranu-lar layers,nihms27532.pdf
5067,,2–3,nihms27532.pdf
5068,,mammalian,nihms27532.pdf
5069,,auditory cortex,nihms27532.pdf
5070,,neurons,nihms27532.pdf
5071,,ascending,nihms27532.pdf
5072,,projections,nihms27532.pdf
5073,,L2 neurons,nihms27532.pdf
5074,,neural activity,nihms27532.pdf
5075,,pigeons,nihms27532.pdf
5076,,avian,nihms27532.pdf
5077,,species,nihms27532.pdf
5078,,L3,nihms27532.pdf
5079,,CMM,nihms27532.pdf
5080,,morphologically,nihms27532.pdf
5081,,neurons,nihms27532.pdf
5082,,immunoreactive,nihms27532.pdf
5083,,PV,nihms27532.pdf
5084,,CB,nihms27532.pdf
5085,,data,nihms27532.pdf
5086,,su-pragranular cortical layers,nihms27532.pdf
5087,,mammals,nihms27532.pdf
5088,,Neurons,nihms27532.pdf
5089,,access,nihms27532.pdf
5090,,subthelencephalic,nihms27532.pdf
5091,,au-ditory centers,nihms27532.pdf
5092,,Ov,nihms27532.pdf
5093,,MLd,nihms27532.pdf
5094,,actualized,nihms27532.pdf
5095,,birds,nihms27532.pdf
5096,,L1,nihms27532.pdf
5097,,projections,nihms27532.pdf
5098,,arcopallium,nihms27532.pdf
5099,,neurons,nihms27532.pdf
5100,,mammalian,nihms27532.pdf
5101,,cortical layers,nihms27532.pdf
5102,,morphological,nihms27532.pdf
5103,,genotypical,nihms27532.pdf
5104,,functional resemblance,nihms27532.pdf
5105,,avian,nihms27532.pdf
5106,,mammalian,nihms27532.pdf
5107,,infragranular,nihms27532.pdf
5108,,layers,nihms27532.pdf
5109,,pigeon,nihms27532.pdf
5110,,CMM,nihms27532.pdf
5111,,PV-ir,nihms27532.pdf
5112,,neurons,nihms27532.pdf
5113,,long processes,nihms27532.pdf
5114,,projections,nihms27532.pdf
5115,,efferent,nihms27532.pdf
5116,,neurons,nihms27532.pdf
5117,,mammalian,nihms27532.pdf
5118,,cortical infragranular,nihms27532.pdf
5119,,layers,nihms27532.pdf
5120,,boundaries,nihms27532.pdf
5121,,au-ditory field,nihms27532.pdf
5122,,birds,nihms27532.pdf
5123,,studies,nihms27532.pdf
5124,,radial-columnar organization,nihms27532.pdf
5125,,avian,nihms27532.pdf
5126,,auditory,nihms27532.pdf
5127,,L-CMM,nihms27532.pdf
5128,,mammalian,nihms27532.pdf
5129,,auditory cortex,nihms27532.pdf
5130,,concept,nihms27532.pdf
5131,,above-cited studies,nihms27532.pdf
5132,,issue,nihms27532.pdf
5133,,mammalian,nihms27532.pdf
5134,,auditory cortex,nihms27532.pdf
5135,,primary,nihms27532.pdf
5136,,core,nihms27532.pdf
5137,,nonprimary,nihms27532.pdf
5138,,belt,nihms27532.pdf
5139,,compared,nihms27532.pdf
5140,,organization,nihms27532.pdf
5141,,pallial,nihms27532.pdf
5142,,auditory field,nihms27532.pdf
5143,,birds,nihms27532.pdf
5144,,PV,nihms27532.pdf
5145,,CB,nihms27532.pdf
5146,,distribution,nihms27532.pdf
5147,,mammals,nihms27532.pdf
5148,,primary,nihms27532.pdf
5149,,secondary (,nihms27532.pdf
5150,,belt,nihms27532.pdf
5151,,auditory cortex,nihms27532.pdf
5152,,projections,nihms27532.pdf
5153,,MGB,nihms27532.pdf
5154,,laminar,nihms27532.pdf
5155,,EVOLUTIONARY BIOCHEMISTRY,nihms27532.pdf
5156,,PHYSIOLOGY,nihms27532.pdf
5157,,No. 2  2017KENIGFEST,nihms27532.pdf
5158,,CaBP,nihms27532.pdf
5159,,distribution,nihms27532.pdf
5160,,level,nihms27532.pdf
5161,,metabolic activity,nihms27532.pdf
5162,,identification,nihms27532.pdf
5163,,avian,nihms27532.pdf
5164,,auditory,nihms27532.pdf
5165,,com-plex layers,nihms27532.pdf
5166,,birds,nihms27532.pdf
5167,,central L2 layer,nihms27532.pdf
5168,,core,nihms27532.pdf
5169,,peripheral L1,nihms27532.pdf
5170,,L3,nihms27532.pdf
5171,,CMM regions,nihms27532.pdf
5172,,belt,nihms27532.pdf
5173,,projections,nihms27532.pdf
5174,,differ-ent,nihms27532.pdf
5175,,regions,nihms27532.pdf
5176,,central,nihms27532.pdf
5177,,peripheral,nihms27532.pdf
5178,,cytoarchitectonics,nihms27532.pdf
5179,,dif-ferent,nihms27532.pdf
5180,,connections,nihms27532.pdf
5181,,PV-,nihms27532.pdf
5182,,neurons,nihms27532.pdf
5183,,metabolic activity,nihms27532.pdf
5184,,primary,nihms27532.pdf
5185,,secondary,nihms27532.pdf
5186,,zones,nihms27532.pdf
5187,,mammalian cortex,nihms27532.pdf
5188,,birds,nihms27532.pdf
5189,,СМM,nihms27532.pdf
5190,,primary auditory area,nihms27532.pdf
5191,,laminar organi-zation,nihms27532.pdf
5192,,mammals,nihms27532.pdf
5193,,meso-,nihms27532.pdf
5194,,nidopallial structures,nihms27532.pdf
5195,,CMM,nihms27532.pdf
5196,,CLM,nihms27532.pdf
5197,,NCM,nihms27532.pdf
5198,,complex,nihms27532.pdf
5199,,auditory signals,nihms27532.pdf
5200,,species-specific bird,nihms27532.pdf
5201,,songs,nihms27532.pdf
5202,,secondary,nihms27532.pdf
5203,,auditory,nihms27532.pdf
5204,,zones,nihms27532.pdf
5205,,birds,nihms27532.pdf
5206,,hodological,nihms27532.pdf
5207,,functional,nihms27532.pdf
5208,,characteristics,nihms27532.pdf
5209,,memory,nihms27532.pdf
5210,,learning formation,nihms27532.pdf
5211,,secondary (,nihms27532.pdf
5212,,associative,nihms27532.pdf
5213,,zones,nihms27532.pdf
5214,,laminar organiza-tion,nihms27532.pdf
5215,,patterns,nihms27532.pdf
5216,,PV,nihms27532.pdf
5217,,CB immunore-activity,nihms27532.pdf
5218,,visual system,nihms27532.pdf
5219,,birds,nihms27532.pdf
5220,,geniculo-hyperpallial,nihms27532.pdf
5221,,rotundo-entopallial thalamocortical channels,nihms27532.pdf
5222,,pallial structures,nihms27532.pdf
5223,,primary visual,nihms27532.pdf
5224,,extrastri-ate cortex,nihms27532.pdf
5225,,mammals,nihms27532.pdf
5226,,morphologi-cal,nihms27532.pdf
5227,,hodological,nihms27532.pdf
5228,,genotypical,nihms27532.pdf
5229,,solution,nihms27532.pdf
5230,,issue,nihms27532.pdf
5231,,pallial,nihms27532.pdf
5232,,au-ditory area,nihms27532.pdf
5233,,birds,nihms27532.pdf
5234,,properties,nihms27532.pdf
5235,,primary,nihms27532.pdf
5236,,belt,nihms27532.pdf
5237,,zones,nihms27532.pdf
5238,,auditory cortex,nihms27532.pdf
5239,,mammals,nihms27532.pdf
5240,,organization,nihms27532.pdf
5241,,sensory neocortex,nihms27532.pdf
5242,,laminar distribution,nihms27532.pdf
5243,,CaBP,nihms27532.pdf
5244,,phylogenetic lines,nihms27532.pdf
5245,,mammals,nihms27532.pdf
5246,,evolution,nihms27532.pdf
5247,,amniotes,nihms27532.pdf
5248,,convergent,nihms27532.pdf
5249,,divergent,nihms27532.pdf
5250,,development,nihms27532.pdf
5251,,homologous cortical fields,nihms27532.pdf
5252,,mammals,nihms27532.pdf
5253,,birds,nihms27532.pdf
5254,,re-semblance,nihms27532.pdf
5255,,differences,nihms27532.pdf
5256,,data,nihms27532.pdf
5257,,literature,nihms27532.pdf
5258,,laminar distribution,nihms27532.pdf
5259,,PV,nihms27532.pdf
5260,,CB,nihms27532.pdf
5261,,immunoreactivity,nihms27532.pdf
5262,,pallial,nihms27532.pdf
5263,,auditory field,nihms27532.pdf
5264,,birds,nihms27532.pdf
5265,,above-presented data,nihms27532.pdf
5266,,columnar organization,nihms27532.pdf
5267,,cell types,nihms27532.pdf
5268,,connections,nihms27532.pdf
5269,,thalamic,nihms27532.pdf
5270,,nu-cleus,nihms27532.pdf
5271,,genotypical characteris-tics,nihms27532.pdf
5272,,auditory field layers,nihms27532.pdf
5273,,neocortex,nihms27532.pdf
5274,,hypothesis,nihms27532.pdf
5275,,issue,nihms27532.pdf
5276,,audi-tory area,nihms27532.pdf
5277,,mammals,nihms27532.pdf
5278,,primary,nihms27532.pdf
5279,,secondary,nihms27532.pdf
5280,,auditory center,nihms27532.pdf
5281,,L-CMM field,nihms27532.pdf
5282,,birds,nihms27532.pdf
5283,,compa-rable,nihms27532.pdf
5284,,Program,nihms27532.pdf
5285,,Presidium,nihms27532.pdf
5286,,Russian Academy of Sciences no.,nihms27532.pdf
5287,,Mechanisms,nihms27532.pdf
5288,,integration,nihms27532.pdf
5289,,molecular systems,nihms27532.pdf
5290,,realization,nihms27532.pdf
